epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,7617.71,1.12775,1.51928,0.79371,0.2282,0.09221,0.04778,0.03173,1.50031,5.34218,0.68716,8.2808e-06,8.2808e-06,8.2808e-06
84,7705.42,1.12108,1.49235,0.7949,0.23188,0.09461,0.05311,0.03378,1.50551,5.39515,0.68758,7.8452e-06,7.8452e-06,7.8452e-06
85,7792.71,1.1167,1.4987,0.79231,0.21417,0.09016,0.05415,0.03265,1.50144,5.31171,0.68693,7.4096e-06,7.4096e-06,7.4096e-06
86,7880.32,1.10851,1.48749,0.79307,0.2253,0.08584,0.04816,0.03012,1.50206,5.36863,0.6866,6.974e-06,6.974e-06,6.974e-06
87,7968.88,1.10917,1.47929,0.79284,0.23441,0.09597,0.04754,0.03031,1.50267,5.38646,0.68661,6.5384e-06,6.5384e-06,6.5384e-06
88,8057.11,1.11694,1.49069,0.79477,0.23065,0.09482,0.05124,0.03121,1.49771,5.38987,0.68661,6.1028e-06,6.1028e-06,6.1028e-06
89,8145.37,1.1035,1.47787,0.79534,0.22974,0.09725,0.04732,0.02983,1.49507,5.38704,0.68644,5.6672e-06,5.6672e-06,5.6672e-06
90,8233.04,1.12472,1.4806,0.79459,0.2284,0.09606,0.04676,0.02958,1.49988,5.36055,0.68624,5.2316e-06,5.2316e-06,5.2316e-06
91,8335.46,1.02097,1.39521,0.79846,0.22045,0.10008,0.04429,0.02861,1.50171,5.55924,0.68706,4.796e-06,4.796e-06,4.796e-06
92,8424.41,1.02047,1.37924,0.80173,0.22002,0.09766,0.04401,0.02806,1.5059,5.52189,0.68738,4.3604e-06,4.3604e-06,4.3604e-06
93,8512.59,1.01829,1.36453,0.79601,0.21276,0.09716,0.04637,0.02879,1.50612,5.48229,0.6875,3.9248e-06,3.9248e-06,3.9248e-06
94,8600.77,1.01039,1.3636,0.79601,0.2118,0.095,0.04599,0.02859,1.50638,5.47634,0.68713,3.4892e-06,3.4892e-06,3.4892e-06
95,8689.19,1.00885,1.36347,0.79823,0.21259,0.09623,0.04618,0.02868,1.50365,5.49032,0.68741,3.0536e-06,3.0536e-06,3.0536e-06
96,8777.76,1.01077,1.35919,0.7963,0.21264,0.09475,0.05045,0.02998,1.50327,5.46889,0.68684,2.618e-06,2.618e-06,2.618e-06
97,8866.03,1.01328,1.34824,0.79449,0.21245,0.0876,0.0462,0.02953,1.50163,5.49137,0.68692,2.1824e-06,2.1824e-06,2.1824e-06
98,8955.05,1.01244,1.35114,0.79895,0.21381,0.09583,0.05081,0.03036,1.50209,5.45591,0.68711,1.7468e-06,1.7468e-06,1.7468e-06
99,9043.8,1.0156,1.34254,0.79832,0.21304,0.09582,0.05046,0.03017,1.50141,5.47681,0.68676,1.3112e-06,1.3112e-06,1.3112e-06
100,9132,1.00534,1.34291,0.79799,0.21367,0.09626,0.05062,0.03025,1.50109,5.45482,0.687,8.756e-07,8.756e-07,8.756e-07
